postal_code;latitude;longitude
242 33;55.8524;13.6609
242 35;55.8524;13.6609
242 71;55.8945343;13.5890027
242 94;55.8524;13.6609
242 98;55.8524;13.6609
243 30;55.9344;13.5385
243 31;55.9344;13.5385
243 32;55.9344;13.5385
243 35;55.9344;13.5385
243 72;55.988825;13.6313499
243 92;55.9344;13.5385
243 93;55.9344;13.5385
244 30;55.7919;13.1102
244 31;55.7919;13.1102
244 32;55.7919;13.1102
244 39;55.7919;13.1102
244 46;55.7939999;13.1104293
244 62;55.7667;13.1
244 71;55.8167;13.0167
245 31;55.6428;13.2064
245 33;55.6428;13.2064
245 34;55.6428;13.2064
245 38;55.6428;13.2064
245 44;55.6428;13.2064
245 65;55.6684;13.1718
246 30;55.7667;13.0167
246 42;55.7667;13.0167
246 51;55.7667;13.0167
247 31;55.7167;13.3333
247 34;55.7167;13.3333
247 50;55.6601246;13.3420286
247 51;55.6667;13.3333
247 62;55.6333;13.4833
247 70;55.6068428;13.4020732
247 97;55.7543216;13.4211135
251 10;56.0467;12.6944
252 18;56.0467;12.6944
252 20;56.0467;12.6944
252 21;56.0467;12.6944
252 23;56.0467;12.6944
252 24;56.0467;12.6944
252 25;56.0467;12.6944
252 27;56.0467;12.6944
252 28;56.0467;12.6944
252 29;56.0467;12.6944
252 30;56.0467;12.6944
252 31;56.0467;12.6944
252 32;56.0467;12.6944
252 40;56.0467;12.6944
252 44;56.0467;12.6944
252 45;56.0467;12.6944
252 49;56.0467;12.6944
252 50;56.0467;12.6944
252 52;56.0467;12.6944
252 63;56.0467;12.6944
252 70;56;12.7333
252 75;56.0467;12.6944
252 76;56.0467;12.6944
252 78;56.0467;12.6944
252 84;56.0467;12.6944
253 51;56.0259105;12.7980134
253 56;56.0467;12.6944
253 61;56.0467;12.6944
253 68;56.0467;12.6944
253 73;56.0467;12.6944
253 74;56.0467;12.6944
254 33;56.0467;12.6944
254 36;56.0467;12.6944
254 37;56.0467;12.6944
254 39;56.0467;12.6944
254 40;56.0467;12.6944
254 41;56.0467;12.6944
254 42;56.0467;12.6944
254 44;56.0467;12.6944
254 48;56.0806977;12.7148381
254 51;56.0467;12.6944
254 52;56.0467;12.6944
254 53;56.0467;12.6944
254 57;56.0467;12.6944
254 58;56.0467;12.6944
254 61;56.0467;12.6944
254 66;56.0467;12.6944
254 67;56.0467;12.6944
254 75;56.106829;12.7564445
254 82;56.091656;12.6558498
256 58;56.0467;12.6944
256 67;56.0467;12.6944
257 30;55.9667;12.7667
260 13;55.9167;12.6833
260 33;56.0333;12.8167
260 36;56.0786;12.8
260 61;56.1;12.85
260 73;56.1348998;13.1290409
260 83;56.3167;12.7667
260 91;56.35;12.8167
260 93;56.425;12.6333
261 08;55.95;12.8167
261 24;55.8708;12.8302
261 31;55.8708;12.8302
261 32;55.8708;12.8302
261 33;55.8708;12.8302
261 35;55.8708;12.8302
261 36;55.8708;12.8302
261 38;55.8708;12.8302
261 39;55.8708;12.8302
261 40;55.8708;12.8302
261 41;55.8708;12.8302
261 43;55.8708;12.8302
261 44;55.8708;12.8302
261 45;55.8708;12.8302
261 51;55.8708;12.8302
261 61;55.8708;12.8302
261 62;55.95;12.8167
261 73;55.85;12.9167
261 75;55.8833;12.9333
262 32;56.2428;12.8622
262 33;56.2428;12.8622
262 51;56.2428;12.8622
262 53;56.2428;12.8622
262 57;56.2428;12.8622
262 60;56.2428;12.8622
262 61;56.2428;12.8622
262 63;56.2428;12.8622
262 70;56.15;12.8167
262 71;56.2428;12.8622
262 96;56.2428;12.8622
263 31;56.1997;12.558
263 34;56.1997;12.558
263 37;56.1997;12.558
263 38;56.1997;12.558
263 54;56.1833;12.55
263 61;56.15;12.5667
263 63;56.15;12.5667
263 71;56.2333;12.6667
263 75;56.244849;12.575249
264 32;56.1356;13.1309
264 33;56.1356;13.1309
264 35;56.1356;13.1309
264 36;56.1356;13.1309
264 52;56.0749677;13.2534321
264 71;56.1833;13.0667
264 94;56.1356;13.1309
265 33;56.1357;12.9443
265 34;56.1357;12.9443
265 36;56.1357;12.9443
265 39;56.1357;12.9443
265 71;56.1333;13.0667
265 75;56.1;12.85
266 31;56.25;12.9667
266 32;56.25;12.9667
266 52;56.3163929;12.7754755
266 75;56.3167;12.9167
267 31;56.0837;12.9191
267 37;56.0837;12.9191
267 73;56.0546466;12.9682996
267 76;56.0015589;12.9722157
268 31;55.9134;13.1076
268 33;55.9134;13.1076
268 34;55.9134;13.1076
268 68;55.998891;13.2840917
268 72;55.8489769;13.1285203
268 75;55.9343949;12.9663039
268 77;56.0167;13.1
269 31;56.4269;12.8534
269 35;56.4269;12.8534
269 36;56.4269;12.8534
269 41;56.4167;12.95
269 62;56.3917;12.7833
269 71;56.3454318;12.7832863
269 72;56.3482923;12.8132211
269 77;56.4382281;12.5742163
269 91;56.4269;12.8534
269 92;56.4269;12.8534
269 95;56.4269;12.8534
269 96;56.4269;12.8534
270 21;55.45;14.0167
271 21;55.4297;13.8204
271 32;55.4297;13.8204
271 33;55.4297;13.8204
271 34;55.4297;13.8204
271 35;55.4297;13.8204
271 39;55.4297;13.8204
271 42;55.4297;13.8204
271 43;55.4297;13.8204
271 52;55.4297;13.8204
271 53;55.4297;13.8204
271 55;55.4297;13.8204
271 60;55.4297;13.8204
271 71;55.4667;13.9333
271 72;55.4667;13.9333
271 76;55.4333;14.1167
271 99;55.4297;13.8204
272 31;55.5565;14.3504
272 32;55.5565;14.3504
272 33;55.5565;14.3504
272 34;55.5565;14.3504
272 36;55.5565;14.3504
272 61;55.55;14.1833
272 91;55.5565;14.3504
273 00;55.54355;13.95484
273 30;55.5429;13.9546
273 34;55.5429;13.9546
273 35;55.5429;13.9546
273 50;55.7192853;14.1038921
273 95;55.5429;13.9546
273 98;55.5667;14.1167
274 30;55.4784;13.5019
274 31;55.4784;13.5019
274 34;55.4784;13.5019
274 50;55.4167;13.5667
274 53;55.4167;13.5667
274 60;55.4667;13.5833
275 30;55.6314;13.7062
275 31;55.6314;13.7062
275 32;55.6314;13.7062
275 33;55.6314;13.7062
275 39;55.6314;13.7062
275 61;55.5809809;13.595286
275 66;55.7059957;13.7870618
275 75;55.6536925;13.8879806
276 30;55.45;14.1667
276 37;55.45;14.1667
276 45;55.4333;14.1167
276 50;55.5;14.15
276 60;55.4667;14.2833
277 31;55.6833;14.25
277 36;55.7;14.1667
277 40;55.6333;14.1333
280 10;56.0333;13.6667
280 20;56.2833;13.7
280 22;56.3333;13.6667
280 23;56.2667;13.9333
280 40;56.3667;13.4833
280 60;56.2552;14.078
280 63;56.2667;14.2
280 64;56.3;14.1333
280 70;56.4;14.3167
280 72;56.4667;14.0833
281 31;56.1591;13.7664
281 32;56.1591;13.7664
281 33;56.1591;13.7664
281 35;56.1591;13.7664
281 38;56.1591;13.7664
281 40;56.1591;13.7664
281 41;56.1591;13.7664
281 43;56.1591;13.7664
281 48;56.1591;13.7664
281 49;56.1591;13.7664
282 31;56.1667;13.5833
282 34;56.1667;13.5833
282 35;56.1667;13.5833
282 61;56.2986487;13.7051839
283 31;56.3816;13.9936
283 35;56.3816;13.9936
283 41;56.3816;13.9936
283 43;56.3816;13.9936
283 44;56.3816;13.9936
283 45;56.3816;13.9936
283 72;56.3993498;14.3296316
283 91;56.3816;13.9936
284 31;56.1383;13.3948
284 34;56.1383;13.3948
285 31;56.4614;13.5964
285 33;56.4614;13.5964
285 35;56.4614;13.5964
285 93;56.4614;13.5964
286 31;56.2834;13.2777
286 37;56.2834;13.2777
286 38;56.2834;13.2777
287 31;56.55;13.7167
287 34;56.55;13.7167
287 72;56.5833;13.7833
288 31;56.1;13.9167
288 32;56.1;13.9167
289 04;56.2378773;14.2161662
289 31;56.1833;14.0833
289 33;56.1833;14.0833
289 41;56.2561513;14.0433658
289 50;56.15;14.1167
290 10;55.9333;13.9833
290 34;56.05;14.2833
290 37;56.1667;14.2667
291 09;56.0313;14.1524
291 28;56.05;14.2833
291 31;56.0313;14.1524
291 32;56.0313;14.1524
291 34;56.0313;14.1524
291 36;56.0313;14.1524
291 39;56.0313;14.1524
291 41;56.0313;14.1524
291 50;56.0313;14.1524
291 53;56.0313;14.1524
291 54;56.0313;14.1524
291 59;56.0313;14.1524
291 65;56.0313;14.1524
291 73;56.05;14.0167
291 75;56.0667;14.0833
291 76;55.9833;14.2667
291 85;56.0313;14.1524
293 32;56.2773;14.534
293 33;56.2773;14.534
293 34;56.2773;14.534
293 38;56.2773;14.534
293 39;56.2773;14.534
293 40;56.2773;14.534
293 42;56.2773;14.534
293 73;56.2333;14.5167
294 00;56.0521;14.5753
294 31;56.0521;14.5753
294 34;56.0521;14.5753
294 35;56.0521;14.5753
294 71;56.0521;14.5753
294 72;56.0521;14.5753
294 76;56.0521;14.5753
294 93;56.0521;14.5753
295 31;56.0755;14.4696
295 38;56.0755;14.4696
295 39;56.0755;14.4696
295 74;56.1667;14.4833
296 31;55.9167;14.2833
296 32;55.9167;14.2833
296 33;55.9167;14.2833
296 35;55.9167;14.2833
296 37;55.9167;14.2833
296 72;55.8833;14.2167
297 31;55.8333;14.0833
297 72;55.9;14.1
297 95;55.8333;14.0833
298 31;55.9333;13.9833
298 32;55.9333;13.9833
298 94;55.9333;13.8167
301 02;56.6745;12.8568
301 85;56.6745;12.8568
302 25;56.6925432;12.8835435
302 27;56.6745;12.8568
302 30;56.6745;12.8568
302 31;56.6745;12.8568
302 33;56.6745;12.8568
302 38;56.6745;12.8568
302 39;56.6745;12.8568
302 40;56.6745;12.8568
302 41;56.6745;12.8568
302 42;56.6745;12.8568
302 43;56.6745;12.8568
302 44;56.6745;12.8568
302 45;56.6745;12.8568
302 46;56.6745;12.8568
302 47;56.6745;12.8568
302 48;56.6745;12.8568
302 49;56.6745;12.8568
302 50;56.6745;12.8568
302 51;56.6745;12.8568
302 52;56.6745;12.8568
302 53;56.6745;12.8568
302 54;56.6745;12.8568
302 55;56.6745;12.8568
302 56;56.6745;12.8568
302 57;56.6745;12.8568
302 58;56.6745;12.8568
302 60;56.6745;12.8568
302 61;56.6745;12.8568
302 62;56.6745;12.8568
302 63;56.6745;12.8568
302 65;56.6745;12.8568
302 70;56.6745;12.8568
302 71;56.6745;12.8568
302 72;56.6745;12.8568
302 73;56.6745;12.8568
302 92;56.6642978;12.8009835
302 95;56.6743859;12.8523837
305 60;56.7467308;12.7335872
305 64;56.7181272;12.747845
305 70;56.7198511;12.6898398
305 71;56.729685;12.6549216
305 75;56.8238769;12.7315495
305 78;56.7648187;12.852751
305 96;56.570393;12.9729735
310 20;56.5333;13.3167
310 21;56.4333;13.3
310 38;56.7167;13.1167
310 40;56.75;12.7167
310 41;56.7;12.7333
310 42;56.7222;12.6719
310 50;56.85;12.6833
310 60;57.1333;12.7167
310 61;57.1167;12.95
310 62;57.1;13.0333
310 70;56.9773129;13.3387659
310 83;56.95;13.5167
311 30;56.9055;12.4912
311 31;56.9055;12.4912
311 32;56.9055;12.4912
311 33;56.9055;12.4912
311 36;56.9055;12.4912
311 39;56.9055;12.4912
311 40;56.9055;12.4912
311 41;56.9055;12.4912
311 42;56.9055;12.4912
311 43;56.9055;12.4912
311 46;56.9055;12.4912
311 50;56.9055;12.4912
311 52;57.1311963;13.0804053
311 54;56.9333;12.35
311 60;57.1333;12.7167
311 63;57.2432296;12.8882351
311 64;56.9833;12.65
311 69;56.8108139;12.6384556
311 75;56.9052649;12.4758345
311 78;56.916097;12.5201831
311 91;56.9055;12.4912
311 93;56.9833;12.45
311 97;56.9055;12.4912
311 98;56.9333;12.35
312 00;56.5121;13.0437
312 06;56.5167;12.9333
312 30;56.5121;13.0437
312 31;56.5121;13.0437
312 34;56.5121;13.0437
312 35;56.5121;13.0437
312 45;56.55;13.0667
312 50;56.4667;13.0167
312 60;56.5167;12.9333
312 61;56.5167;12.9333
312 71;56.4667;12.9167
312 72;56.4667;12.9167
312 75;56.4333;13.1
312 91;56.5121;13.0437
312 94;56.5121;13.0437
313 00;56.6743748;12.8577885
313 03;56.75;12.9333
313 31;56.8;12.9667
313 32;56.8;12.9667
313 33;56.8;12.9667
313 50;56.75;12.9333
313 96;56.7230992;13.1335531
314 05;57.0333;13.1
314 21;56.9989;13.2396
314 31;56.9989;13.2396
314 32;56.9989;13.2396
314 34;56.9989;13.2396
314 41;56.9667;13.0833
330 10;57.1667;13.7333
330 12;57.15;13.8167
330 15;57.1167;14.1667
330 17;56.9833;14.3
330 21;57.1833;13.5833
330 26;57.2;13.2833
330 27;57.2667;13.0167
330 31;57.2667;13.7833
330 33;57.3167;13.8667
331 30;57.186;14.04
331 31;57.186;14.04
331 34;57.186;14.04
331 37;57.186;14.04
331 42;57.186;14.04
331 44;57.1625458;14.0742724
331 50;57.186;14.04
331 52;57.186;14.04
331 53;57.186;14.04
331 73;57.1112649;14.1681041
331 93;57.186;14.04
332 30;57.3044;13.5408
332 33;57.3044;13.5408
332 36;57.3044;13.5408
333 30;57.1667;13.4
333 31;57.1667;13.4
333 32;57.1667;13.4
333 72;57.1721388;13.7401732
333 73;57.1667;13.7333
333 77;57.192616;13.2811097
333 93;57.1167;13.35
334 33;57.2833;13.6333
335 23;57.3585;13.7369
335 30;57.3585;13.7369
335 32;57.3585;13.7369
335 71;57.4456585;13.5936934
335 73;57.3147227;13.8808373
335 96;57.2667;13.7833
340 14;56.9167;13.9833
340 20;56.5524461;14.1374047
340 32;56.7333;14.5333
341 30;56.8332;13.9408
341 31;56.8332;13.9408
341 32;56.8332;13.9408
341 35;56.8332;13.9408
341 36;56.8332;13.9408
341 43;56.8334693;13.9384717
341 60;56.8332;13.9408
341 71;56.8277589;13.435998
341 76;56.8667;14.1667
341 77;56.75;14.15
341 82;56.8332;13.9408
341 91;56.8332;13.9408
342 30;56.8994;14.5556
342 34;56.8994;14.5556
342 50;56.7833;14.45
342 51;56.7833;14.45
342 53;56.6339279;14.5429878
342 60;57;14.5667
342 64;56.9950591;14.6945592
343 30;56.5515;14.1383
343 31;56.5515;14.1383
343 32;56.5515;14.1383
343 33;56.5509417;14.1649264
343 92;56.5333;14.45
351 85;56.8777;14.8091
352 20;56.8343098;14.79902
352 29;56.8764064;14.8046597
352 30;56.8777;14.8091
352 31;56.8777;14.8091
352 32;56.8777;14.8091
352 33;56.8777;14.8091
352 34;56.8777;14.8091
352 35;56.8777;14.8091
352 36;56.8777;14.8091
352 37;56.8777;14.8091
352 39;56.8777;14.8091
352 41;56.8777;14.8091
352 42;56.8777;14.8091
352 45;56.8777;14.8091
352 46;56.8777;14.8091
352 48;56.8777;14.8091
352 50;56.8777;14.8091
352 51;56.8777;14.8091
352 54;56.8777;14.8091
352 57;56.8777;14.8091
352 61;56.8777;14.8091
352 63;56.8777;14.8091
355 71;56.8777;14.8091
355 93;56.8777;14.8091
360 10;56.4667;14.6833
360 13;56.5333;14.7833
360 23;56.5833;15.25
360 30;57.1667;14.5833
360 32;56.8667;14.6333
360 40;57.0167;14.9
360 43;56.8167;14.9833
360 44;56.75;14.9167
360 50;56.7519;15.2697
360 51;56.7833;15.1333
360 52;56.85;15.3833
360 53;56.7;15.35
360 60;56.5333;15.5833
360 70;57.1701;15.3443
360 71;57.1333;15.1667
360 73;57;15.2833
360 75;56.9667;15.6333
360 76;57.0167;15.5667
361 30;56.6327;15.5365
361 31;56.6327;15.5365
361 42;56.6167;15.5667
361 53;56.7;15.5167
361 94;56.7333;15.4667
361 95;56.5833;15.4333
362 30;56.5247;14.979
362 51;56.6171751;14.9191632
362 54;56.5316205;14.810712
362 56;56.4643544;14.6939212
362 58;56.6601376;15.1393229
362 91;56.5247;14.979
362 94;56.5247;14.979
363 41;57.0667;15.05
364 30;57.1778083;15.3461609
364 31;57.1616818;15.3364493
364 42;57;15.2833
365 31;56.7519;15.2697
365 32;56.7544935;15.2693515
365 42;56.7813154;15.1470329
365 43;56.8419163;15.3977682
365 94;56.6604567;15.3375445
370 10;56.2333;15.1167
370 11;56.3333;15.1833
370 17;56.4333;15.35
370 22;56.1167;15.5667
370 23;56.1167;15.4833
370 24;56.2;15.5167
370 30;56.25;15.6
370 33;56.3;15.45
370 34;56.4167;15.5333
370 42;56.1;15.8333
370 43;56.0833;15.7
370 45;56.25;15.95
371 30;56.1616;15.5866
371 31;56.1616;15.5866
371 33;56.1616;15.5866
371 36;56.1616;15.5866
371 37;56.1616;15.5866
371 39;56.1616;15.5866
371 41;56.1616;15.5866
371 42;56.1616;15.5866
371 43;56.1616;15.5866
371 44;56.1616;15.5866
371 45;56.1616;15.5866
371 47;56.1616;15.5866
371 49;56.1616;15.5866
371 50;56.1616;15.5866
371 53;56.1616;15.5866
371 62;56.2;15.65
371 85;56.1616;15.5866
372 22;56.21;15.276
372 30;56.21;15.276
372 31;56.21;15.276
372 32;56.21;15.276
372 35;56.21;15.276
372 37;56.21;15.276
372 39;56.21;15.276
372 50;56.2333;15.2833
372 51;56.2333;15.2833
372 52;56.2333;15.2833
372 53;56.2333;15.2833
372 61;56.2350966;15.1131258
372 74;56.2;15.4
372 75;56.2167;15.4167
373 00;56.1833;15.8167
373 37;56.4193195;15.5421527
373 39;56.3059469;15.4664764
373 42;56.2600991;15.6080524
373 51;56.1838639;15.7692217
373 54;56.1313413;15.739142
373 64;56.1167;15.5667
373 66;56.1145631;15.4747125
373 72;56.1920099;15.8357884
373 78;56.2589564;15.9480313
374 00;56.1706;14.8619
374 30;56.1706;14.8619
374 32;56.1706;14.8619
374 34;56.1706;14.8619
374 35;56.1706;14.8619
374 36;56.1706;14.8619
374 38;56.1706;14.8619
374 39;56.1706;14.8619
374 41;56.1706;14.8619
374 51;56.2;14.8333
374 52;56.2;14.8333
374 70;56.2;14.95
374 80;56.1706;14.8619
375 00;56.170303;14.863073
375 30;56.1833;14.75
375 33;56.1833;14.75
376 37;56.2667;14.7667
380 24;56.6634447;16.3567791
380 40;56.8333;15.75
380 44;56.95;15.9167
380 52;56.9667;16.4333
380 53;57.1333;16.2667
380 62;56.5248;16.3788
380 74;57.1667;16.9833
380 75;57.3333;17
382 21;56.7446;15.9071
382 30;56.7446;15.9071
382 34;56.7446;15.9071
382 35;56.7446;15.9071
382 37;56.7446;15.9071
382 39;56.7446;15.9071
382 40;56.7446;15.9071
383 31;57.0413;16.4446
383 32;57.0413;16.4446
383 33;57.0413;16.4446
383 34;57.0413;16.4446
383 37;57.0413;16.4446
383 92;57.0413;16.4446
384 31;56.9833;16.3333
384 40;56.95;16.3833
385 03;56.45;16.0667
385 30;56.4125;15.9984
385 31;56.4125;15.9984
385 40;56.3906;16.0727
385 51;56.45;16.0667
385 98;56.3906;16.0727
386 01;56.65;16.45
386 30;56.65;16.45
386 31;56.65;16.45
386 33;56.65;16.45
386 34;56.65;16.45
386 50;56.5244986;16.3777868
386 62;56.5118826;16.5741205
386 63;56.2610335;16.4097406
386 90;56.65;16.45
386 93;56.65;16.45
386 95;56.65;16.45
386 96;56.65;16.45
387 02;56.8802297;16.6562355
387 31;56.8793;16.6563
387 32;56.8793;16.6563
387 34;56.8793;16.6563
387 50;56.8793;16.6563
387 52;56.8793;16.6563
387 70;57.0765517;16.9263827
387 71;57.1506664;17.0270135
387 72;57.1666565;16.9931616
387 73;57.2253973;17.0260969
387 75;57.3153549;17.0487378
387 91;56.8793;16.6563
387 92;56.8793;16.6563
387 93;56.8793;16.6563
387 96;56.8793;16.6563
388 30;56.6333;16.1667
388 41;56.7;16.1167
388 50;56.5667;15.9167
388 91;56.6;16.1667
388 94;56.6;16.1667
388 97;56.5;16.1
390 08;56.6616;16.3616
391 26;56.6616;16.3616
391 85;56.6616;16.3616
392 31;56.6616;16.3616
392 32;56.6616;16.3616
392 33;56.6616;16.3616
392 34;56.6616;16.3616
392 35;56.6616;16.3616
392 37;56.6616;16.3616
392 38;56.6616;16.3616
392 39;56.6616;16.3616
392 41;56.6616;16.3616
392 45;56.6616;16.3616
392 46;56.6616;16.3616
392 47;56.6616;16.3616
392 48;56.6616;16.3616
392 49;56.6616;16.3616
393 50;56.6616;16.3616
393 52;56.6616;16.3616
393 54;56.6616;16.3616
393 56;56.6616;16.3616
393 58;56.6616;16.3616
393 64;56.6616;16.3616
393 65;56.6616;16.3616
394 77;56.6616;16.3616
395 93;56.8146332;16.3627571
395 94;56.7810356;16.4053748
395 97;56.7818946;16.294055
395 98;56.8014025;16.2250071
402 34;57.7072;11.9668
411 01;57.7072;11.9668
411 02;57.7072;11.9668
411 03;57.7072;11.9668
411 04;57.7072;11.9668
411 05;57.7072;11.9668
411 06;57.7072;11.9668
411 09;57.7072;11.9668
411 10;57.7072;11.9668
411 16;57.7072;11.9668
411 17;57.7072;11.9668
411 18;57.7072;11.9668
411 19;57.7072;11.9668
411 20;57.7072;11.9668
411 22;57.7072;11.9668
411 24;57.7072;11.9668
411 25;57.7072;11.9668
411 30;57.7072;11.9668
411 31;57.7072;11.9668
411 36;57.7072;11.9668
411 37;57.7072;11.9668
411 38;57.7072;11.9668
411 39;57.7072;11.9668
411 40;57.7072;11.9668
412 51;57.7072;11.9668
412 52;57.7072;11.9668
412 53;57.7072;11.9668
412 54;57.7072;11.9668
412 59;57.7072;11.9668
412 61;57.7072;11.9668
412 63;57.7072;11.9668
412 65;57.7072;11.9668
412 66;57.7072;11.9668
412 72;57.7072;11.9668
412 75;57.7072;11.9668
412 81;57.7072;11.9668
412 82;57.7072;11.9668
412 85;57.7072;11.9668
413 04;57.7072;11.9668
413 08;57.7072;11.9668
413 09;57.7072;11.9668
413 10;57.7072;11.9668
413 11;57.7072;11.9668
413 12;57.7072;11.9668
413 14;57.7072;11.9668
413 17;57.7072;11.9668
413 19;57.7072;11.9668
413 21;57.7072;11.9668
413 23;57.7072;11.9668
413 24;57.7072;11.9668
413 27;57.7072;11.9668
413 28;57.7072;11.9668
413 45;57.7072;11.9668
413 46;57.7072;11.9668
414 51;57.7072;11.9668
414 52;57.7072;11.9668
414 54;57.7072;11.9668
414 55;57.7072;11.9668
414 59;57.7072;11.9668
414 61;57.7072;11.9668
414 62;57.7072;11.9668
414 63;57.7072;11.9668
414 64;57.7072;11.9668
414 69;57.7072;11.9668
414 70;57.7072;11.9668
414 71;57.7072;11.9668
414 73;57.7072;11.9668
414 76;57.7072;11.9668
414 77;57.7072;11.9668
414 80;57.7072;11.9668
414 83;57.7072;11.9668
415 01;57.7072;11.9668
415 02;57.7072;11.9668
415 03;57.7072;11.9668
415 04;57.7072;11.9668
415 06;57.7072;11.9668
415 07;57.7072;11.9668
415 09;57.7072;11.9668
415 10;57.7072;11.9668
415 13;57.7072;11.9668
415 15;57.7072;11.9668
415 17;57.7072;11.9668
415 19;57.7072;11.9668
415 22;57.7072;11.9668
415 26;57.7072;11.9668
415 66;57.7072;11.9668
416 50;57.7072;11.9668
416 51;57.7072;11.9668
416 53;57.7072;11.9668
416 55;57.7072;11.9668
416 57;57.7072;11.9668
416 59;57.7072;11.9668
416 60;57.7072;11.9668
416 64;57.7072;11.9668
416 65;57.7072;11.9668
416 67;57.7072;11.9668
416 68;57.7072;11.9668
416 72;57.7072;11.9668
416 73;57.7072;11.9668
416 74;57.7072;11.9668
416 78;57.7072;11.9668
416 79;57.7072;11.9668
416 80;57.7072;11.9668
416 81;57.7072;11.9668
416 85;57.7072;11.9668
417 01;57.7072;11.9668
417 03;57.7072;11.9668
417 04;57.7072;11.9668
417 05;57.7072;11.9668
417 13;57.7072;11.9668
417 14;57.7072;11.9668
417 15;57.7072;11.9668
417 16;57.7072;11.9668
417 17;57.7072;11.9668
417 19;57.7072;11.9668
417 21;57.7072;11.9668
417 22;57.7072;11.9668
417 26;57.7072;11.9668
417 27;57.7072;11.9668
417 39;57.7072;11.9668
417 45;57.7072;11.9668
417 49;57.7072;11.9668
417 55;57.7072;11.9668
417 58;57.7072;11.9668
417 61;57.7072;11.9668
417 64;57.7072;11.9668
417 66;57.7072;11.9668
418 31;57.7072;11.9668
418 32;57.7072;11.9668
418 33;57.7072;11.9668
418 34;57.7072;11.9668
418 35;57.7072;11.9668
418 36;57.7072;11.9668
418 38;57.7072;11.9668
418 40;57.7072;11.9668
418 70;57.7072;11.9668
418 71;57.7072;11.9668
418 73;57.7072;11.9668
418 78;57.7072;11.9668
420 17;57.70887;11.97456
421 30;57.6467;11.9294
421 31;57.6467;11.9294
421 32;57.6467;11.9294
421 33;57.6467;11.9294
421 36;57.6467;11.9294
421 37;57.6467;11.9294
421 38;57.6467;11.9294
421 40;57.6467;11.9294
421 41;57.6467;11.9294
421 42;57.6532615;11.913665
421 44;57.6467;11.9294
421 45;57.6467;11.9294
421 46;57.6467;11.9294
421 47;57.6467;11.9294
421 50;57.6467;11.9294
421 61;57.6467;11.9294
421 62;57.6467;11.9294
421 63;57.6467;11.9294
421 72;57.6609804;11.9344779
422 41;57.6766;11.9582
422 42;57.6766;11.9582
422 44;57.6766;11.9582
422 46;57.6766;11.9582
422 48;57.6766;11.9582
422 50;57.6766;11.9582
422 53;57.6766;11.9582
422 58;57.6766;11.9582
422 59;57.6766;11.9582
423 32;57.7243;11.7701
423 34;57.7243;11.7701
423 37;57.7243;11.7701
423 47;57.7243;11.7701
423 59;57.7243;11.7701
423 70;57.8;11.9167
424 21;57.7833;12.1
424 32;57.7833;12.1
424 34;57.7833;12.1
424 37;57.7833;12.1
424 41;57.7833;12.1
424 45;57.7833;12.1
424 57;57.8;12.0667
424 65;57.7833;12.1
425 34;57.6766;11.9582
426 50;57.6467;11.9294
426 52;57.6467;11.9294
426 71;57.6467;11.9294
426 74;57.6467;11.9294
426 77;57.6467;11.9294
427 50;57.5667;11.9333
428 31;57.6099;12.0511
428 32;57.6099;12.0511
428 36;57.6099;12.0511
429 30;57.5433;11.9428
429 41;57.5;11.9333
430 20;57.2667;12.3167
430 33;57.4591;12.1751
430 80;57.6479;11.7937
430 84;57.6164;11.7856
430 85;57.6453;11.7817
430 91;57.711741;11.6487886
431 30;57.6554;12.0138
431 31;57.6554;12.0138
431 35;57.6554;12.0138
431 36;57.6554;12.0138
431 37;57.6554;12.0138
431 39;57.6554;12.0138
431 41;57.6554;12.0138
431 47;57.6554;12.0138
431 48;57.6554;12.0138
431 49;57.6554;12.0138
431 50;57.6554;12.0138
431 53;57.6554;12.0138
431 59;57.6554;12.0138
431 60;57.6554;12.0138
431 61;57.6554;12.0138
431 62;57.6554;12.0138
431 68;57.6554;12.0138
431 80;57.6554;12.0138
432 30;57.1056;12.2508
432 32;57.1056;12.2508
432 35;57.1056;12.2508
432 37;57.1056;12.2508
432 38;57.1056;12.2508
432 40;57.1056;12.2508
432 41;57.1056;12.2508
432 43;57.1056;12.2508
432 44;57.1056;12.2508
432 45;57.1118318;12.2555088
432 46;57.1297669;12.2695409
432 51;57.1056;12.2508
432 53;57.1056;12.2508
432 63;57.2429668;12.1234974
432 65;57.2458317;12.1819994
432 67;57.2665398;12.3350437
432 68;57.2381334;12.3785877
432 74;57.0485915;12.2943412
432 76;57.0270154;12.3671971
432 77;57.055977;12.4776441
432 78;57.0431905;12.4056502
432 80;57.1056;12.2508
432 91;57.1056;12.2508
432 93;57.1056;12.2508
432 95;57.1056;12.2508
432 96;57.225;12.2167
432 97;57.1346741;12.4513387
432 99;57.177777;12.4832869
433 31;57.7395;12.1064
433 33;57.7395;12.1064
433 35;57.7395;12.1064
433 37;57.7395;12.1064
433 38;57.7395;12.1064
433 47;57.7395;12.1064
433 51;57.7;12.1167
433 61;57.7312;12.0699
433 63;57.7312;12.0699
433 64;57.7312;12.0699
433 65;57.7312;12.0699
433 75;57.75;12.1667
434 30;57.4872;12.0761
434 32;57.4872;12.0761
434 33;57.4872;12.0761
434 37;57.4872;12.0761
434 38;57.4872;12.0761
434 39;57.4872;12.0761
434 40;57.4872;12.0761
434 42;57.4872;12.0761
434 43;57.4872;12.0761
434 44;57.4872;12.0761
